year,statefip,foreignborn,hispanic,fhispanic,fiveorlessinUS,greaterthan15inUS,hispanlimenglish,fhispanlimenglish,hispanlessthanhs,fhispanlessthanhs,propforeignborn,prophispanic,propfhispanic,propfiveorlessinUS,propgreaterthan15inUS,totprophispanlimenglish,totpropfhispanlimenglish,totprophispanlessthanhs,totpropfhispanlessthanhs,prophispanlimenglish,propfhispanlimenglish,prophispanlessthanhs,propfhispanlessthanhs,yrsusa1
2013,Idaho,896,1480,429,139,496,230,203,892,241,.056759153,.093753956,.027175978,.15513393,.5535714,.01554054,.013716216,.056505766,.015266692,.1554054,.47319347,.60270268,.56177157,22.382813
2014,Idaho,856,1464,449,118,516,180,170,901,264,.05486476,.093834125,.028778361,.13785046,.60280377,.012320329,.011635866,.057749007,.016920907,.12295082,.37861916,.61543715,.5879733,23.341122
2015,Idaho,812,1383,392,153,499,184,173,805,233,.051637519,.087949127,.024928458,.18842365,.61453199,.012469504,.011724045,.051192369,.01481717,.13304411,.44132653,.58206797,.59438777,22.826355
2016,Idaho,826,1453,408,152,492,164,143,791,192,.051770605,.091068633,.025571922,.18401937,.59564167,.010965499,.0095613804,.049576934,.012033845,.11286993,.35049018,.54439092,.47058824,22.978209
2017,Idaho,894,1501,413,152,564,172,157,818,210,.05406386,.090771653,.02497581,.17002237,.63087249,.011096058,.010128379,.049467828,.012699565,.11459027,.38014528,.54497004,.50847459,23.818792
2018,Idaho,857,1517,429,127,556,164,152,815,204,.051283587,.09077853,.025671713,.14819136,.6487748,.010477894,.009711219,.048770271,.012207528,.10810811,.35431236,.53724456,.47552449,25.558926
2000,Illinois,1682,1412,588,390,719,299,246,811,287,.10942684,.0918613,.038253855,.23186682,.42746729,.020815929,.017126149,.052761693,.018671524,.21175638,.41836736,.57436264,.48809522,17.507133
2001,Illinois,5110,4095,1785,1206,2300,883,776,2462,969,.11194602,.089710169,.039104432,.23600782,.45009786,.020715542,.018205279,.053935636,.02122812,.21562882,.4347339,.60122102,.54285717,18.091782
2002,Illinois,4624,3998,1717,1035,2178,828,719,2337,861,.11024749,.09532211,.040937483,.22383218,.47102076,.021145105,.018361511,.055719804,.020528348,.20710355,.41875365,.58454227,.50145602,18.422361
2003,Illinois,5497,4678,2039,1147,2667,1070,930,2762,1049,.11919941,.10143985,.044214588,.20865926,.48517373,.024803542,.02155822,.059892446,.022746986,.22873023,.45610595,.59042329,.5144679,19.315626
2004,Illinois,5200,4437,1799,990,2523,902,802,2573,909,.11400509,.09727703,.039441377,.19038461,.4851923,.021141451,.01879761,.056410592,.019928966,.20329051,.44580323,.57989633,.50528073,19.154423
2005,Illinois,12727,12299,5063,2272,6406,2599,2252,7160,2594,.10340933,.099931747,.041137852,.17851812,.50333935,.022571148,.019557608,.058176383,.02107675,.21131799,.44479558,.58216113,.51234448,19.858334
2006,Illinois,13394,12942,5257,2130,6788,2658,2333,7633,2696,.10578693,.10221699,.041520223,.15902643,.5067941,.022372231,.019636724,.060286067,.021293232,.20537785,.44378924,.58978522,.51284003,19.810736
2007,Illinois,13613,13390,5372,2147,7103,2655,2325,7626,2619,.10680381,.10505421,.042147215,.15771689,.52178067,.02217971,.019422909,.059831474,.020547945,.1982823,.4327997,.56952947,.48752794,20.16991
2008,Illinois,13832,13564,5404,1928,7482,2598,2303,7737,2657,.10924197,.10712537,.042679556,.13938692,.5409196,.021849742,.019368729,.061105058,.020984378,.19153643,.42616579,.57040697,.49167284,20.671631
2009,Illinois,13928,14239,5506,1893,7756,2680,2366,8300,2786,.10987867,.11233216,.043437101,.13591327,.55686384,.022476245,.019842833,.0654791,.021978889,.18821546,.42971304,.58290613,.50599349,21.148407
2010,Illinois,14229,14204,5539,2028,7819,2644,2357,7907,2668,.11242001,.11222249,.043762345,.14252582,.54951155,.022192007,.019783115,.06247136,.021079244,.18614475,.42552808,.55667418,.48167539,21.123129
2011,Illinois,13806,14365,5513,1655,8000,2694,2347,7945,2683,.10867956,.11307997,.043397829,.11987542,.57945818,.022443827,.019552955,.062542312,.02112033,.18753916,.42572102,.55308038,.48666787,22.128132
2012,Illinois,14423,15263,5835,1640,8602,2720,2374,8281,2736,.11338124,.11998459,.045869756,.11370727,.59640849,.022579173,.019706968,.065098107,.021508081,.17820874,.4068552,.5425539,.4688946,22.391806
2013,Illinois,15025,15472,5786,1731,9028,2536,2237,8253,2669,.11731865,.12080893,.045178417,.11520799,.60086524,.020911669,.018446138,.064441323,.020840166,.163909,.38662288,.5334152,.46128586,22.699301
2014,Illinois,14728,15470,5581,1701,9271,2452,2138,7944,2465,.11628898,.12214765,.044066325,.1154943,.62948126,.020435037,.017818151,.062724039,.019463087,.15850033,.38308546,.51351005,.44167712,23.393265
2015,Illinois,14842,16043,5888,1810,9183,2450,2182,8272,2661,.11719651,.12667993,.046493266,.12195122,.61871713,.020407483,.018175155,.065317981,.021011986,.15271458,.37058425,.51561427,.45193616,22.828863
2016,Illinois,14616,15486,5433,2012,9606,2232,1960,7457,2222,.11569332,.12257983,.043005049,.13765736,.65722495,.01860977,.016341913,.059026074,.017588297,.14413019,.36075833,.48153171,.40898216,23.800081
2017,Illinois,15237,16019,5612,2111,10126,2220,1955,7768,2352,.12046774,.12665044,.044369951,.13854434,.66456652,.018507712,.016298458,.061415855,.018595532,.13858543,.34836066,.48492417,.41910192,23.59362
2018,Illinois,14959,15492,5462,1984,10179,2024,1798,7122,2128,.11829411,.12250902,.04319289,.13262919,.68045992,.016891723,.015005591,.056319986,.016827988,.13064808,.32918346,.45972115,.38960087,24.373955
2000,Indiana,274,216,83,93,132,37,35,127,51,.035395943,.027903372,.010722129,.33941606,.48175183,.0051175659,.0048409407,.016406149,.006588296,.1712963,.42168674,.58796299,.61445785,20.29562
2001,Indiana,851,770,281,285,333,153,131,454,161,.035361089,.031995345,.011676224,.33490011,.39130434,.0068169665,.0058367494,.018864788,.0066899359,.19870129,.46619216,.5896104,.57295376,17.179789
2002,Indiana,734,709,243,248,275,112,96,410,130,.034109391,.032947626,.011292347,.33787465,.37465939,.0055810246,.0047837351,.01905293,.0060411729,.15796897,.39506173,.57827926,.5349794,16.822887
2003,Indiana,883,815,300,274,336,157,139,466,152,.036919344,.03407618,.012543379,.31030577,.38052094,.007001115,.0061984393,.019484049,.0063553122,.19263804,.46333334,.57177913,.50666666,16.839184
2004,Indiana,911,873,326,306,373,172,156,544,194,.036373075,.034855865,.013016051,.33589461,.40944019,.007354199,.0066700871,.021720035,.0077457479,.19702177,.47852761,.62313861,.595092,17.964874
2005,Indiana,2263,2372,864,668,968,431,386,1414,492,.035762824,.037485383,.013654035,.29518339,.42775077,.0072749984,.0065154275,.022345839,.007775214,.18170321,.44675925,.59612143,.56944442,18.387096
2006,Indiana,2532,2718,1012,658,1080,512,441,1651,563,.038921513,.041780673,.015556308,.25987363,.42654029,.0083827237,.0072202757,.025378916,.0086543486,.1883738,.43577075,.60743195,.55632412,18.258688
2007,Indiana,2523,2555,926,544,1076,437,395,1447,458,.038357455,.038843956,.014078083,.21561633,.42647642,.0070827729,.0064020487,.021998905,.0069630262,.17103718,.42656589,.56634051,.49460045,19.021008
2008,Indiana,2542,2923,985,563,1160,474,407,1733,536,.038641617,.044433296,.014973246,.22147915,.45633361,.0076840776,.0065979315,.026343793,.0081478776,.16216215,.41319796,.592884,.54416245,19.324942
2009,Indiana,2690,3024,1067,630,1135,484,447,1792,548,.040850416,.045922551,.016203493,.23420075,.42193308,.0078312084,.0072325417,.027213363,.0083219437,.16005291,.41893157,.5925926,.5135895,18.47249
2010,Indiana,2782,3206,1113,641,1208,530,464,1894,630,.042404659,.048867483,.016964912,.23040977,.43421999,.0085938517,.0075236736,.02886931,.0096027805,.16531503,.41689128,.59076732,.56603771,18.932781
2011,Indiana,2663,3045,983,546,1240,406,346,1785,539,.040404193,.046200063,.014914503,.20503192,.46564025,.0065312162,.0055660121,.027082795,.0081779426,.13333334,.35198373,.58620691,.54832149,19.941795
2012,Indiana,2694,3240,1001,540,1243,414,353,1937,529,.040590629,.048817236,.015082115,.20044543,.46139568,.0066067697,.0056333086,.029184872,.0079704681,.12777779,.35264736,.59783953,.52847153,20.426874
2013,Indiana,2709,3224,928,575,1263,395,345,1796,438,.040820938,.048581287,.013983696,.21225545,.46622369,.0062956233,.0054987092,.027063273,.0066000633,.12251861,.37176725,.55707198,.47198275,20.057587
2014,Indiana,2676,3136,939,515,1353,384,331,1717,447,.040207349,.047118925,.014108632,.19245142,.5056054,.0060948511,.0052536349,.025798213,.0067162495,.12244898,.35250267,.54751277,.47603834,20.952541
2015,Indiana,2792,3411,991,603,1403,409,353,1861,484,.042274207,.051646605,.015004921,.21597421,.50250715,.0065410696,.0056454707,.028177757,.0073283366,.11990619,.35620585,.54558778,.48839557,20.598854
2016,Indiana,2984,3585,1089,662,1633,436,384,1927,502,.045033351,.054103408,.016434759,.22184986,.547252,.006967973,.0061369301,.029081525,.0075759864,.12161785,.35261708,.53751743,.46097338,21.071716
2017,Indiana,3005,3408,1059,723,1541,382,328,1851,493,.04484807,.050862636,.015805027,.24059901,.51281196,.0060212477,.0051700766,.027625216,.0073577696,.1120892,.30972615,.5431338,.46553352,19.904825
2018,Indiana,2990,3686,1041,608,1660,312,263,1871,412,.044178486,.054462176,.015381206,.20334448,.55518395,.0048753046,.0041096318,.027644798,.0060874703,.084644601,.25264168,.50759631,.39577329,21.073578
2000,Iowa,152,129,42,55,54,25,21,75,17,.031102926,.026396561,.0085942298,.3618421,.35526314,.0054406966,.0045701852,.015346838,.0034786167,.19379845,.5,.58139533,.40476191,13.848684
2001,Iowa,570,520,181,167,228,91,83,317,111,.027294928,.024900638,.0086673368,.29298246,.40000001,.0046400162,.004232103,.015179811,.0053153285,.175,.45856354,.60961539,.61325967,17.135088
2002,Iowa,561,517,212,138,253,111,104,344,140,.03021978,.027849602,.011419953,.24598931,.4509804,.0063468465,.0059465952,.01853049,.0075414781,.21470019,.49056605,.6653772,.66037738,18.269163
2003,Iowa,674,672,264,220,227,140,131,483,189,.033060282,.032962181,.012949429,.32640949,.33679524,.0072802911,.0068122726,.023691569,.009270614,.20833333,.49621212,.71875,.71590906,15.698813
2004,Iowa,620,555,184,144,230,85,73,364,122,.030944301,.027700139,.0091834702,.23225807,.37096775,.00450355,.0038677545,.018167298,.0060890396,.15315315,.39673913,.65585583,.6630435,16.688709
2005,Iowa,824,771,273,210,336,140,122,503,178,.02781059,.026021803,.0092139458,.25485438,.407767,.0050272909,.0043809251,.01697661,.0060076276,.18158236,.44688645,.65239948,.65201467,17.382282
2006,Iowa,980,947,362,252,407,188,166,632,237,.031732667,.03066412,.011721659,.25714287,.41530612,.0064662583,.0057095685,.020464333,.007674125,.19852164,.45856354,.66737062,.65469611,16.829592
2007,Iowa,937,883,331,227,387,141,134,572,193,.030273659,.028528966,.010694323,.24226254,.41302028,.0048465268,.0046059191,.018480824,.0062356628,.1596829,.40483382,.64779162,.58308154,17.872999
2008,Iowa,948,1000,345,209,404,159,147,630,193,.030861383,.032554202,.0112312,.22046414,.42616034,.0055049681,.0050894991,.020509148,.006282961,.15899999,.42608696,.63,.55942029,18.044304
2009,Iowa,924,943,328,187,422,142,134,591,185,.030050736,.030668661,.01066736,.20238096,.45670995,.0049046697,.0046283505,.019220762,.0060166516,.15058325,.40853658,.62672323,.56402439,18.998919
2010,Iowa,1102,1131,415,248,456,212,195,730,259,.035552975,.036488578,.013388825,.22504537,.41379312,.0072907354,.0067061009,.023551427,.0083559165,.18744475,.46987951,.64544648,.62409639,17.363884
2011,Iowa,1018,1104,365,243,464,160,151,685,213,.032353409,.035086606,.011600191,.23870334,.45579568,.0053873868,.005084346,.02177022,.0067694262,.14492753,.41369864,.620471,.58356166,18.92338
2012,Iowa,1052,1086,326,240,507,118,112,634,172,.033441413,.03452222,.010363024,.22813688,.48193917,.0039639883,.0037624293,.020153856,.0054676076,.10865562,.34355828,.58379376,.52760738,18.889734
2013,Iowa,1062,986,309,249,476,121,106,570,170,.033378381,.030989723,.009711789,.23446327,.44821092,.0040172641,.0035192564,.017914951,.0053430558,.12271805,.34304208,.57809329,.55016184,18.142185
2014,Iowa,1118,1268,378,302,520,148,135,727,184,.035136238,.039850403,.011879695,.27012521,.46511629,.0049251248,.0044925124,.022847984,.0057827085,.11671925,.35714287,.57334387,.48677248,18.669947
2015,Iowa,1006,1138,345,239,496,159,135,656,187,.03153605,.03567398,.010815047,.23757455,.49304175,.0052582845,.0044645811,.020564264,.0058620689,.1397188,.39130434,.57644993,.54202896,19.471172
2016,Iowa,1144,1255,396,292,583,134,121,703,192,.03563197,.039089266,.012334143,.25524476,.50961536,.0044155931,.0039872145,.021896219,.0059801908,.10677291,.30555555,.56015939,.4848485,19.16958
2017,Iowa,1166,1307,372,276,588,140,129,719,192,.03592556,.040269904,.011461671,.23670669,.50428814,.0045659123,.0042071622,.022153068,.0059157014,.10711553,.34677419,.55011475,.51612902,19.330189
2018,Iowa,1211,1295,368,282,611,141,132,721,166,.037420433,.04001607,.011371361,.23286539,.5045417,.0046069399,.0043128799,.022279216,.0051294728,.10888031,.35869566,.55675673,.45108697,19.455822
2000,Kansas,173,185,40,43,87,9,6,102,23,.033192631,.035495013,.0076745972,.24855492,.50289017,.0018348624,.0012232416,.019570222,.0044128932,.048648648,.15000001,.55135137,.57499999,19.520231
2001,Kansas,544,548,148,178,223,55,49,305,75,.033013716,.033256464,.0089816721,.3272059,.40992647,.0035612537,.0031727531,.018509528,.0045515234,.10036496,.33108109,.55656934,.50675678,16.82353
2002,Kansas,468,507,119,115,226,41,32,297,67,.031679414,.034319367,.0080552362,.2457265,.48290598,.0029602889,.0023104693,.020104244,.0045353007,.080867849,.26890758,.5857988,.56302524,18.467949
2003,Kansas,594,587,181,188,239,56,49,321,95,.03677563,.036342248,.011206043,.31649831,.40235689,.0037157454,.0032512774,.019873699,.0058816248,.095400341,.27071825,.54684836,.52486187,16.632998
2004,Kansas,580,640,169,157,238,85,71,368,97,.035926659,.039643209,.010468286,.27068967,.41034484,.0056231809,.0046970099,.022794846,.0060084243,.1328125,.42011833,.57499999,.57396448,17.339655
2005,Kansas,1216,1587,513,301,496,258,221,984,316,.044279367,.057788946,.018680358,.24753289,.40789473,.010027206,.0085891951,.035831332,.01150681,.16257089,.43079922,.62003779,.61598438,17.103619
2006,Kansas,1376,1805,617,299,619,302,279,1110,372,.048849758,.064079806,.021904288,.21729651,.44985464,.011433763,.010562981,.039406419,.013206475,.16731302,.45218801,.61495847,.60291731,17.340117
2007,Kansas,1416,1848,635,306,635,318,294,1173,372,.049952377,.065192081,.02240096,.21610169,.44844633,.011980109,.011075949,.04138004,.013123082,.17207792,.46299213,.63474023,.58582675,17.077684
2008,Kansas,1430,2023,623,258,679,271,253,1214,352,.050739806,.07178086,.022105524,.18041958,.47482517,.010255052,.0095739048,.043075614,.012489798,.13395947,.40609953,.60009885,.56500804,18.905594
2009,Kansas,1529,2035,703,339,641,344,322,1264,420,.05397677,.071839586,.024817312,.22171354,.41922826,.012938654,.012111182,.04462174,.014826844,.16904177,.45803699,.62113023,.59743953,17.293655
2010,Kansas,1483,1986,644,267,747,298,271,1234,380,.052672703,.070538096,.022873379,.18004046,.50370872,.011311444,.010286582,.043828804,.013496715,.15005036,.42080745,.62134945,.59006214,19.809845
2011,Kansas,1626,2246,753,354,721,337,303,1367,430,.056099918,.07749103,.02597985,.21771218,.44341943,.012406583,.01115488,.047163952,.014835771,.15004453,.40239045,.60863757,.57104915,17.634071
2012,Kansas,1590,2344,703,313,780,288,256,1387,396,.054566044,.080442019,.024125742,.19685535,.49056605,.010500219,.0093335276,.047599439,.013590034,.12286689,.36415362,.59172356,.56330013,18.908176
2013,Kansas,1644,2326,744,254,857,268,241,1346,410,.055977393,.079199158,.025332835,.15450121,.52128953,.0097059254,.0087280888,.045830637,.013960298,.11521926,.32392472,.57867587,.55107528,20.195864
2014,Kansas,1609,2296,724,255,889,250,226,1320,392,.055864178,.07971669,.025137143,.15848354,.55251712,.0092074247,.008323512,.045830149,.013610166,.10888502,.31215471,.57491291,.54143649,20.704165
2015,Kansas,1706,2300,712,323,880,277,250,1297,352,.059289638,.079933271,.024744561,.18933177,.51582652,.010221779,.0092254328,.045075417,.012233267,.12043478,.3511236,.56391305,.49438202,20.18816
2016,Kansas,1659,2270,710,293,945,274,257,1217,343,.058027282,.079398394,.024833858,.17661242,.56962025,.010185495,.0095535479,.042567331,.011997201,.12070484,.36197183,.53612334,.4830986,21.098251
2017,Kansas,1693,2602,757,334,1012,303,275,1393,381,.057636004,.088581741,.025771091,.19728293,.59775549,.010942578,.0099313827,.04742289,.012970654,.11644889,.36327609,.53535742,.50330251,21.695807
2018,Kansas,1685,2459,735,342,959,278,248,1252,373,.056989212,.083167046,.024858795,.20296736,.56913948,.0099563068,.0088818856,.042344507,.012615416,.11305409,.33741498,.50915009,.50748301,21.18635
2000,Kentucky,157,74,33,50,55,7,7,45,20,.025289949,.011920103,.0053157215,.31847134,.35031846,.0012029558,.0012029558,.0072487113,.0032216494,.094594598,.21212122,.6081081,.60606062,15.535032
