year,statefip,foreignborn,hispanic,fhispanic,fiveorlessinUS,greaterthan15inUS,hispanlimenglish,fhispanlimenglish,hispanlessthanhs,fhispanlessthanhs,propforeignborn,prophispanic,propfhispanic,propfiveorlessinUS,propgreaterthan15inUS,totprophispanlimenglish,totpropfhispanlimenglish,totprophispanlessthanhs,totpropfhispanlessthanhs,prophispanlimenglish,propfhispanlimenglish,prophispanlessthanhs,propfhispanlessthanhs,yrsusa1
2013,Pennsylvania,6693,5151,1091,1248,3631,646,365,2559,408,.052133478,.040122446,.0084980763,.18646348,.54250711,.0052872379,.0029873713,.0199327,.0031780156,.12541254,.33455545,.49679673,.37396884,22.354998
2014,Pennsylvania,6444,5321,1233,1176,3516,679,423,2667,502,.050399266,.041616157,.0096434355,.18249534,.54562384,.0055694543,.0034696304,.020858916,.0039261999,.1276076,.34306568,.5012216,.40713707,22.126785
2015,Pennsylvania,6712,5450,1170,1326,3671,665,416,2708,418,.052378166,.042529948,.0091302823,.19755661,.54693085,.0054407855,.0034035591,.021132311,.0032619298,.12201835,.35555556,.49688074,.35726497,22.351162
2016,Pennsylvania,6890,5655,1256,1328,3913,713,401,2728,474,.054136876,.044433095,.0098687829,.19274311,.5679245,.0058796848,.0033068075,.021434745,.0037243655,.12608311,.31926751,.48240495,.37738854,22.122061
2017,Pennsylvania,7103,5720,1320,1351,4059,674,392,2620,466,.055739094,.044886332,.010358385,.19020133,.57144868,.0055502029,.0032280113,.020559823,.0036568237,.11783217,.29696971,.45804197,.35303029,22.418415
2018,Pennsylvania,7206,6000,1419,1436,4094,718,437,2757,532,.055831902,.046487842,.010994375,.19927838,.56813765,.0058261724,.003546013,.021361165,.004121922,.11966667,.30796334,.45950001,.3749119,22.6539
2000,Rhode Island,331,182,71,77,184,32,27,125,40,.10956637,.060244951,.023502152,.23262841,.55589122,.011228071,.0094736842,.041377027,.013240648,.17582418,.38028169,.68681318,.5633803,20.069487
2001,Rhode Island,1028,587,239,193,585,153,107,350,105,.098054178,.055990081,.022796642,.18774319,.56906617,.015477997,.010824482,.033384204,.010015261,.26064736,.44769874,.59625214,.43933055,21.988327
2002,Rhode Island,930,619,257,175,529,158,134,378,119,.096313171,.06410522,.026615575,.18817204,.5688172,.017400881,.01475771,.039146643,.012323944,.25525039,.52140075,.61066234,.46303502,21.511827
2003,Rhode Island,1065,660,258,129,656,165,118,394,124,.099125095,.061429635,.024013402,.12112676,.61596245,.016265772,.011632492,.036671631,.011541326,.25,.45736435,.59696972,.48062015,24.281691
2004,Rhode Island,1162,752,322,207,671,173,138,440,144,.10995458,.071158215,.030469341,.17814113,.57745266,.017352056,.013841525,.041635126,.013626041,.23005319,.42857143,.58510637,.44720498,22.192772
2005,Rhode Island,1098,772,338,182,643,182,158,466,150,.10781618,.075805187,.033189315,.16575591,.58561021,.018964259,.016463479,.045758054,.014728987,.2357513,.46745563,.60362697,.44378698,22.18306
2006,Rhode Island,1203,960,416,195,732,215,174,562,175,.11374811,.090771556,.039334342,.16209476,.60847878,.021504302,.017403482,.053139184,.016546899,.22395833,.41826922,.58541667,.42067307,22.876974
2007,Rhode Island,1194,910,383,182,706,219,175,535,165,.11384439,.086765826,.036517926,.15242881,.59128976,.022107814,.01766606,.051010679,.015732266,.24065934,.45691907,.58791208,.43080941,22.497488
2008,Rhode Island,1192,937,402,157,740,188,161,548,179,.11706934,.092025146,.039481439,.13171141,.62080538,.019473793,.016677026,.053820468,.017580044,.20064034,.40049753,.58484524,.44527364,23.831375
2009,Rhode Island,1272,961,418,155,785,243,208,538,176,.12188578,.092085093,.040053662,.12185535,.61713839,.024575243,.021035599,.051552318,.016864698,.25286159,.49760765,.55983353,.42105263,23.280661
2010,Rhode Island,1201,984,404,178,734,202,171,575,200,.11451183,.093821511,.038520213,.14820983,.61115736,.020179819,.017082917,.054824561,.019069413,.20528455,.42326733,.58434957,.49504951,23.865112
2011,Rhode Island,1355,1088,425,185,849,199,149,607,181,.12540491,.10069412,.039333642,.13653137,.62656826,.019373054,.014505452,.056177694,.016751504,.18290441,.35058823,.55790442,.42588234,23.616236
2012,Rhode Island,1387,1068,446,202,826,229,196,543,172,.12896328,.099302649,.041469086,.14563806,.59552991,.022274097,.019064294,.050488144,.015992561,.21441947,.43946189,.50842696,.38565022,23.097332
2013,Rhode Island,1331,1039,444,178,836,200,173,516,184,.12535317,.097852699,.041815784,.13373403,.6280992,.019753087,.01708642,.048596721,.017329063,.19249278,.38963965,.49663138,.41441441,24.544703
2014,Rhode Island,1361,1194,460,227,832,237,187,640,182,.12598352,.11052486,.042580765,.16678913,.61131519,.022978475,.018130695,.059242804,.016847173,.19849247,.40652174,.53601342,.39565217,24.265982
2015,Rhode Island,1316,1172,458,211,838,198,152,559,151,.12458581,.11095333,.043358896,.16033435,.63677812,.01959426,.015042058,.052920572,.014295181,.16894197,.33187774,.47696245,.32969433,24.6269
2016,Rhode Island,1380,1177,437,213,905,233,185,551,160,.1334881,.11385181,.042271234,.15434782,.65579712,.023388878,.018570568,.053298511,.015476882,.19796091,.42334095,.46813935,.36613274,25.57029
2017,Rhode Island,1262,1157,417,246,782,167,136,508,140,.1200076,.11002282,.03965386,.19492869,.61965132,.01663181,.013544467,.048307341,.013313047,.1443388,.32613909,.43906656,.33573142,24.23534
2018,Rhode Island,1270,1102,378,205,833,193,128,481,128,.12107923,.10506245,.036037754,.16141732,.65590549,.019219279,.012746464,.045857564,.01220326,.17513612,.33862433,.43647912,.33862433,26.376377
2000,South Carolina,180,101,44,61,72,17,15,56,20,.038701355,.02171576,.0094603309,.33888888,.40000001,.0038981885,.003439578,.012040421,.0043001506,.16831683,.34090909,.55445546,.45454547,14.988889
2001,South Carolina,493,267,124,151,250,44,43,116,39,.034079913,.018457072,.0085718231,.30628803,.50709939,.0032274628,.0031541113,.0080188029,.0026959768,.16479401,.34677419,.43445691,.31451613,18.910751
2002,South Carolina,549,357,180,163,247,98,95,202,105,.041034456,.026683608,.01345392,.29690346,.44990891,.0078093871,.0075703245,.015098289,.0078481203,.27450982,.52777779,.56582636,.58333331,18.160292
2003,South Carolina,596,309,161,159,288,92,86,156,74,.04096783,.021240033,.011066813,.26677853,.48322147,.0067060282,.0062686787,.010723123,.0050866096,.29773462,.53416151,.50485438,.45962733,19.135906
2004,South Carolina,685,435,254,194,316,146,138,249,139,.046365235,.029443618,.017192366,.28321168,.46131387,.010536952,.0099595841,.016853932,.00940842,.33563218,.54330707,.5724138,.54724407,19.49781
2005,South Carolina,2014,1361,769,693,788,448,418,776,418,.048002668,.032438744,.018328724,.34409136,.39126116,.01137027,.010608868,.018495567,.0099628186,.32916972,.54356307,.57016897,.54356307,16.690168
2006,South Carolina,1999,1412,729,513,887,398,366,792,378,.045609072,.032216113,.016632823,.2566283,.44372186,.0096333055,.0088587683,.018070228,.008624427,.28186968,.50205761,.56090653,.51851851,18.597799
2007,South Carolina,2204,1690,898,533,980,437,406,972,473,.04962958,.038055349,.020221127,.24183303,.44464609,.010437566,.009697143,.021887455,.010650994,.25857988,.4521158,.57514793,.52672607,18.31352
2008,South Carolina,2174,1686,891,516,996,448,421,916,429,.04821682,.03739354,.019761356,.23735051,.45814168,.010542168,.0099068144,.020315826,.0095147267,.26571769,.4725028,.54329777,.48148149,19.213892
2009,South Carolina,2291,1764,808,485,1045,391,351,1042,422,.049937878,.03845064,.017612312,.21169795,.45613268,.0090706628,.0081427181,.022712907,.0091985092,.22165532,.43440595,.59070295,.52227724,19.493235
2010,South Carolina,2224,1849,849,455,1029,405,373,1066,441,.047495995,.039487455,.01813134,.20458633,.46267986,.0091741038,.0084492369,.022765616,.0094180461,.21903732,.43934041,.57652783,.51943463,20.041817
2011,South Carolina,2060,1752,729,421,1020,300,282,965,357,.043490194,.036987778,.015390461,.20436893,.49514562,.006703611,.0063013942,.020372834,.0075368928,.17123288,.38683128,.55079907,.48971194,20.825243
2012,South Carolina,2221,1833,771,362,1151,318,292,982,368,.046911962,.038716625,.016285062,.16298965,.51823503,.0070869825,.0065075438,.020741805,.0077728964,.17348608,.37872893,.53573376,.47730219,21.422333
2013,South Carolina,2314,1859,805,325,1195,297,270,990,363,.049020231,.039381422,.017053278,.14044943,.51642179,.0066219261,.0060199327,.020972354,.0076898634,.15976331,.33540374,.53254437,.45093167,21.961107
2014,South Carolina,2261,1929,773,387,1209,344,318,1049,369,.047739703,.040729713,.016321447,.1711632,.53471917,.0076247896,.007048497,.022149026,.0077912207,.17833073,.41138422,.54380506,.47736093,22.184874
2015,South Carolina,2349,1969,787,397,1295,273,248,1037,384,.048914064,.041001186,.01638798,.16900809,.55129844,.0059740031,.0054269335,.02159382,.0079961689,.13864906,.3151207,.5266633,.48792884,22.092381
2016,South Carolina,2422,2140,822,427,1387,317,283,1100,351,.050036155,.044210307,.016981717,.17630059,.57266724,.0068796389,.0061417595,.022724925,.0072513171,.14813083,.34428224,.51401871,.42700729,22.903385
2017,South Carolina,2527,2276,848,457,1483,325,289,1152,362,.051114526,.046037462,.017152797,.18084686,.58686191,.0069126873,.0061469744,.023301914,.0073223026,.14279437,.34080189,.50615114,.4268868,22.997231
2018,South Carolina,2635,2292,844,519,1588,274,234,1087,303,.052892528,.046007466,.016941668,.19696395,.60265654,.0057840073,.0049396269,.021819422,.006082139,.11954625,.27725118,.4742583,.35900474,23.70019
2000,South Dakota,87,52,9,12,45,3,3,33,4,.022840641,.013651877,.002362825,.13793103,.51724136,.00083682011,.00083682011,.0086636916,.0010501444,.057692308,.33333334,.63461536,.44444445,21.402298
2001,South Dakota,402,185,46,117,147,12,11,107,25,.027300509,.012563667,.0031239388,.29104477,.36567163,.00087133312,.00079872203,.0072665536,.0016977929,.064864866,.23913044,.57837838,.54347825,17.731344
2002,South Dakota,292,182,51,79,126,28,26,112,32,.022097776,.013773271,.003859543,.27054796,.43150684,.0022562449,.0020950846,.0084758587,.0024216741,.15384616,.50980395,.61538464,.627451,19.092466
2003,South Dakota,330,214,44,73,153,24,19,124,21,.023125438,.014996496,.0030833918,.22121212,.46363637,.0017991004,.0014242879,.0086895581,.0014716188,.11214953,.43181819,.57943922,.47727272,20.154545
2004,South Dakota,310,238,62,61,149,27,21,141,41,.022108115,.016973328,.004421623,.1967742,.48064515,.0020680148,.0016084559,.010055627,.0029239766,.11344538,.33870968,.59243697,.66129035,21.838709
2005,South Dakota,173,117,33,69,67,15,15,75,21,.022564236,.015260207,.0043041608,.39884394,.38728324,.0020882639,.0020882639,.009782183,.0027390113,.12820514,.45454547,.64102566,.63636363,16.763006
2006,South Dakota,160,116,37,48,70,28,25,68,21,.019890601,.014420686,.0045997016,.30000001,.4375,.0037204358,.0033218176,.008453506,.0026106415,.24137931,.67567569,.58620691,.56756759,18.49375
2007,South Dakota,162,156,49,35,74,27,27,94,34,.020331325,.019578313,.0061495984,.21604939,.45679012,.0036144578,.0036144578,.011797189,.0042670681,.17307693,.55102038,.6025641,.69387758,21.320988
2008,South Dakota,137,124,25,22,73,8,8,76,12,.017005958,.015392254,.0031032769,.16058394,.53284669,.0010600239,.0010600239,.0094339624,.001489573,.064516127,.31999999,.61290324,.47999999,22.299271
2009,South Dakota,198,159,34,48,79,12,8,101,23,.023913043,.019202899,.0041062804,.24242425,.39898989,.0015513898,.0010342599,.012198067,.0027777778,.075471699,.23529412,.63522011,.67647058,18.787878
2010,South Dakota,194,167,47,53,81,23,18,98,21,.023569433,.020289151,.0057101203,.27319586,.41752577,.0029846872,.0023358422,.011906208,.0025513303,.13772455,.38297874,.58682632,.44680852,20.293814
2011,South Dakota,226,213,66,71,85,28,28,117,33,.026853612,.025308935,.0078422055,.3141593,.3761062,.0035349072,.0035349072,.013902091,.0039211027,.13145539,.42424244,.54929578,.5,17.123894
2012,South Dakota,198,199,49,66,77,23,19,115,30,.023627685,.023747018,.0058472552,.33333334,.3888889,.0029291899,.0024197656,.01372315,.0035799523,.11557789,.3877551,.57788944,.6122449,18.030304
2013,South Dakota,200,218,42,74,62,18,17,124,17,.022883296,.024942791,.0048054918,.37,.31,.0022034522,.002081038,.014187643,.0019450801,.082568809,.40476191,.56880736,.40476191,14.925
2014,South Dakota,214,197,47,66,87,15,13,110,22,.024808718,.022837931,.0054486436,.30841121,.40654206,.0018534536,.0016063264,.012752145,.002550429,.076142132,.27659574,.55837566,.46808511,17.252337
2015,South Dakota,199,205,39,50,93,23,17,118,19,.022763669,.023450011,.0044612219,.25125629,.46733668,.0028000975,.0020696372,.013498056,.0021734156,.11219512,.43589744,.57560974,.48717949,18.80402
2016,South Dakota,292,243,72,95,101,31,29,138,30,.033467047,.027851002,.0082521494,.32534248,.3458904,.0038153846,.0035692307,.01581662,.0034383954,.12757201,.40277779,.56790125,.41666666,14.914384
2017,South Dakota,259,205,65,74,112,16,15,103,30,.029163383,.023082986,.0073189954,.2857143,.43243244,.0019189254,.0017989925,.011597793,.003377998,.078048781,.23076923,.50243902,.46153846,17.675676
2018,South Dakota,213,295,54,50,103,18,16,167,29,.02370354,.032828845,.0060093477,.23474178,.48356807,.0021413276,.0019034024,.018584466,.0032272423,.061016951,.2962963,.56610167,.53703701,20.122066
2000,Tennessee,260,122,63,97,110,26,25,68,33,.036801133,.017268224,.0089171976,.37307692,.42307693,.0038992201,.0037492502,.0096249115,.0046709129,.21311475,.3968254,.55737704,.52380955,15.692307
2001,Tennessee,678,369,195,193,281,89,83,212,105,.031251442,.017008528,.0089882463,.28466076,.41445428,.0043706722,.0040760203,.0097718369,.004839825,.24119242,.42564103,.57452577,.53846157,16.629793
2002,Tennessee,666,451,208,195,262,95,91,270,120,.034368873,.023273816,.010733821,.2927928,.3933934,.0052043386,.0049852086,.013933326,.0061925896,.21064301,.4375,.59866965,.57692307,15.98949
2003,Tennessee,748,532,270,266,279,144,139,344,170,.034172416,.024304446,.012334962,.35561496,.37299466,.0069899522,.0067472453,.015715657,.0077664582,.2706767,.51481479,.64661652,.62962961,15.528075
2004,Tennessee,895,617,307,242,359,174,164,373,185,.040646713,.028021254,.013942504,.27039105,.40111732,.008375451,.0078941034,.016939916,.0084018344,.28200972,.53420198,.60453808,.60260588,16.718435
2005,Tennessee,2208,1456,700,677,857,339,308,865,365,.037186742,.024521692,.011789275,.30661231,.38813406,.0060789729,.0055230786,.014568176,.006147265,.23282968,.44,.59409338,.52142859,16.393116
2006,Tennessee,2379,1616,797,627,958,417,393,981,430,.038911331,.026431574,.013035869,.26355612,.4026902,.0072463769,.0068293191,.016045405,.0070331539,.25804454,.49309912,.60705447,.53952318,17.012609
2007,Tennessee,2573,1775,924,614,1091,438,417,1068,508,.041699078,.028766368,.014974718,.23863195,.42401865,.0075278427,.0071669188,.01730844,.0082328534,.24676056,.45129871,.60169011,.54978353,17.739603
2008,Tennessee,2602,2070,949,610,1081,428,394,1263,504,.0413449,.032891601,.01507929,.23443505,.41544965,.0072335177,.0066588921,.020068644,.0080083897,.20676328,.41517386,.61014491,.53108537,17.391623
2009,Tennessee,2651,2071,916,579,1120,379,355,1230,482,.041891851,.032726526,.01447489,.21840815,.42248207,.0063665379,.00596338,.019436806,.0076166997,.18300338,.38755459,.593916,.52620089,17.821199
2010,Tennessee,2791,2110,900,602,1091,406,368,1268,479,.043945145,.03322259,.014170773,.2156933,.39089933,.006773327,.0061393706,.019965045,.0075420006,.19241706,.40888888,.60094786,.53222221,17.184523
2011,Tennessee,2651,2078,909,503,1235,419,388,1188,457,.041687634,.032677066,.014294251,.18973972,.46586195,.0069557424,.0064411168,.018681595,.0071864384,.2016362,.42684269,.57170355,.50275028,18.851377
2012,Tennessee,2725,2142,847,517,1336,313,282,1226,439,.042395294,.033325035,.013177547,.18972477,.49027523,.0051326621,.0046243155,.019073993,.0068299212,.14612512,.33293977,.5723623,.51829988,19.74679
2013,Tennessee,2942,2459,1001,505,1398,407,368,1397,504,.045158714,.037744828,.015365015,.17165194,.47518694,.0065910933,.0059595141,.021443482,.0077362312,.16551444,.36763236,.56811714,.50349653,19.595173
2014,Tennessee,3037,2427,991,504,1549,370,349,1398,486,.046328217,.037022911,.015117308,.16595325,.51004279,.0059528598,.0056149946,.021325929,.0074137351,.15245159,.35216951,.57601976,.49041373,20.886072
2015,Tennessee,2995,2523,1034,576,1470,437,395,1437,503,.04569101,.038490288,.015774459,.19232054,.49081802,.0070227878,.006347829,.021922531,.0076736487,.17320649,.38201159,.56956005,.48646036,19.770618
2016,Tennessee,3158,2697,1096,678,1579,435,406,1488,514,.048025306,.041014645,.016667427,.21469285,.5,.0069656838,.0065013049,.022628769,.0078166584,.16129032,.37043795,.55172414,.46897811,19.534199
2017,Tennessee,3212,2686,1041,691,1693,445,393,1386,458,.048246339,.040345475,.0156365,.21513076,.5270859,.0070423651,.0062194369,.020818627,.0068794591,.16567387,.3775216,.51600891,.43996158,19.831257
2018,Tennessee,3441,3119,1175,752,1869,429,393,1691,552,.050640177,.045901399,.017292127,.21854112,.54315609,.0066482769,.0060903793,.024885945,.0081236204,.13754408,.3344681,.54216093,.46978724,20.787271
2000,Texas,2896,6252,1812,686,1416,1113,849,3772,1146,.1275771,.27541849,.079823792,.23687845,.48895028,.052693874,.040195059,.16616741,.050484583,.17802303,.46854305,.60332692,.63245034,17.267265
2001,Texas,8628,19328,5705,1907,4204,3568,2817,11717,3480,.13329419,.29859877,.088136695,.22102457,.4872508,.059348959,.046857066,.18101624,.053762611,.18460265,.49377739,.60621893,.60999125,17.50255
2002,Texas,8116,17848,5370,1661,3934,3267,2632,10777,3351,.13852903,.30464095,.091658562,.20465747,.48472154,.060072817,.048396587,.18394865,.05719699,.18304572,.49013036,.60382116,.62402236,17.913874
2003,Texas,9435,20749,6453,1919,4509,4054,3272,12708,4003,.14308679,.31466961,.097863175,.20339163,.47790143,.066250488,.053471044,.19272357,.060707625,.19538291,.50705099,.61246324,.62033165,18.076206
2004,Texas,9064,20696,6069,1840,4500,3695,2964,12224,3637,.13653687,.31175718,.091421254,.20300089,.49646956,.060107689,.048216291,.18413799,.054786474,.17853692,.48838359,.59064555,.59927499,18.717012
2005,Texas,30681,65684,20567,6377,14480,12587,10289,39857,12422,.14098623,.30183303,.094510078,.2078485,.47195333,.062279817,.050909434,.18315205,.057081938,.19162962,.50026745,.60679924,.60397726,17.956129
2006,Texas,32426,69614,21753,6067,15792,12972,10662,41384,12779,.14301971,.30704293,.095944852,.18710294,.48701659,.06151424,.050560039,.1825303,.056363683,.18634182,.49013931,.59447813,.58745921,18.197618
2007,Texas,33828,71957,22659,5608,17181,13474,11209,42476,13240,.14655766,.31174913,.098168679,.16577983,.50789285,.062741265,.052194361,.18402457,.057361461,.18725072,.49468201,.59029698,.5843153,18.864845
2008,Texas,34223,73878,22534,5571,17515,13277,10900,43286,13006,.14611976,.31543216,.096211977,.16278526,.51179034,.060966313,.050051428,.18481547,.055530887,.1797152,.48371351,.58591193,.57717228,19.178564
2009,Texas,35802,76937,23494,5774,18452,13606,11283,44419,13519,.15023856,.3228564,.098589599,.16127591,.51539022,.061412495,.050927326,.18639871,.056730773,.176846,.48025027,.57734251,.57542354,19.30962
2010,Texas,37629,80694,24545,6052,19613,13948,11697,46001,13811,.15417235,.33061692,.100565,.1608334,.52122033,.061300188,.051407252,.18847385,.056585994,.17285052,.47655326,.57006717,.56268078,19.6959
2011,Texas,37081,82462,25060,5467,20395,14506,12140,46979,14531,.15102063,.33584484,.10206243,.147434,.55001211,.063128024,.052831534,.19133243,.059180733,.17591132,.48443735,.56970483,.57984835,20.584909
2012,Texas,38071,85067,25219,5406,21296,13860,11568,47210,13967,.15280047,.34142199,.10121812,.14199784,.55937588,.059305787,.04949851,.18948044,.056057476,.1629304,.45870176,.55497432,.55382848,20.989414
2013,Texas,39028,84856,25049,5467,21902,13446,11325,45808,13431,.15389651,.33460701,.098774046,.14007892,.56118685,.056457132,.047551468,.18063162,.052961566,.15845668,.45211387,.53983217,.53618908,21.121733
2014,Texas,39532,85415,25166,5506,22622,13848,11758,45304,13255,.15509862,.33511454,.098735496,.13927957,.57224524,.05782022,.049093742,.1777443,.052004252,.16212609,.46721768,.53039867,.5267027,21.480724
2015,Texas,41109,87489,25757,6108,23864,13759,11660,45759,13440,.15858485,.33750346,.099361941,.1485806,.58050549,.056388188,.047785904,.176523,.051847052,.15726548,.45269248,.52302575,.52179992,21.553844
2016,Texas,41709,88831,25778,6624,25191,13353,11469,45228,13089,.15925787,.33918425,.098428383,.15881464,.60397035,.054127786,.046490796,.1726945,.049977854,.15031914,.44491428,.50914657,.50775856,21.9128
2017,Texas,42748,89712,25977,7322,26132,12792,10961,44609,12650,.16080227,.33746362,.097715937,.17128287,.61130345,.051088914,.043776233,.16780268,.047584657,.14258961,.42195019,.49724674,.48696923,21.965496
2018,Texas,42714,90579,25632,6952,26582,12516,10654,43835,12161,.15932114,.33785528,.095606118,.16275693,.62232524,.049491484,.042128656,.16350242,.045359939,.13817772,.4156523,.48394218,.474446,22.475721
2000,Utah,198,211,64,36,94,21,21,105,25,.056346044,.060045533,.018212862,.18181819,.47474748,.0064496314,.0064496314,.029880479,.0071143997,.09952607,.328125,.49763033,.390625,19.959597
2001,Utah,701,787,257,183,296,103,97,464,128,.059873592,.067218997,.021950804,.26105565,.42225394,.0097417952,.0091743115,.03963102,.010932696,.13087675,.3774319,.58958071,.49805447,17.516405
2002,Utah,629,775,250,190,271,104,90,440,126,.057945646,.071395673,.023030862,.30206677,.43084261,.010566958,.0091444831,.040534317,.011607554,.13419355,.36000001,.56774193,.50400001,18.135136
2003,Utah,772,933,358,195,318,151,140,542,192,.063413836,.076638736,.029406933,.25259069,.41191709,.013694903,.012697261,.044521112,.015771316,.16184351,.39106146,.58092177,.53631288,17.770725
2004,Utah,725,1003,334,178,328,127,113,575,159,.059455469,.082253568,.027390519,.24551724,.4524138,.011504665,.010236435,.047154337,.0130392,.12662014,.33832335,.57328016,.4760479,18.546207
2005,Utah,1678,2070,825,397,689,362,329,1248,407,.067800716,.083639741,.03333468,.23659118,.41060787,.016201943,.01472497,.050426278,.01644511,.17487922,.39878789,.60289854,.49333334,16.863527
2006,Utah,1745,2218,879,374,791,388,362,1303,417,.067777522,.086149305,.034141228,.21432665,.45329514,.016608879,.015495912,.050609805,.01619669,.17493238,.41183162,.58746618,.47440273,17.604584
2007,Utah,1820,2286,903,395,766,375,342,1279,406,.069172591,.086883813,.034320246,.21703297,.42087913,.015727887,.014343833,.048610847,.015430808,.164042,.37873754,.55949259,.44961241,17.443956
2008,Utah,1936,2533,946,387,872,363,331,1419,408,.072222635,.094493769,.035290606,.19989669,.45041323,.01489842,.013585061,.052935909,.015220473,.14330833,.34989429,.56020528,.43128964,18.47934
2009,Utah,1899,2592,933,355,899,357,330,1503,458,.069621645,.095028594,.034205895,.18694049,.47340706,.014395742,.013306988,.055103388,.016791318,.13773148,.35369775,.5798611,.49088961,19.082676
2010,Utah,2069,2905,1029,372,955,396,353,1677,484,.073301211,.1029193,.03645575,.17979701,.46157563,.015423564,.013748783,.059413306,.01714731,.1363167,.34305149,.57728052,.47035956,18.45191
2011,Utah,1947,2500,927,335,940,317,292,1392,408,.070159636,.09008684,.033404201,.17205958,.48279405,.012465592,.011482501,.050160356,.014702173,.1268,.3149946,.55680001,.44012946,19.282486
2012,Utah,1987,2566,885,324,999,331,305,1425,384,.070463493,.090996131,.031384092,.16305989,.50276798,.012817534,.011810719,.050533708,.013617504,.12899454,.34463277,.55533904,.4338983,19.68294
2013,Utah,2038,2757,889,352,1053,269,247,1481,366,.070355922,.09517727,.030690096,.17271835,.51668304,.01013488,.0093060052,.051127143,.012635067,.097569823,.27784026,.5371781,.41169855,20.571638
2014,Utah,2112,2805,953,328,1111,312,286,1469,344,.073676132,.097851112,.03324496,.15530303,.52604169,.011844653,.010857599,.051245376,.01200028,.11122995,.30010495,.52370769,.36096537,20.630682
2015,Utah,2007,2907,969,259,1184,329,295,1509,368,.068521678,.099248894,.033082962,.12904833,.58993524,.012119203,.010866762,.05151929,.012564015,.11317509,.30443758,.51909184,.37977296,21.831091
2016,Utah,2048,2810,881,397,1133,298,274,1455,325,.068660319,.094206788,.029536007,.19384766,.55322266,.010860058,.0099854227,.04877967,.010895803,.10604982,.31101021,.5177936,.36889899,20.90918
2017,Utah,2290,3044,1002,454,1339,273,255,1448,314,.074100442,.098498575,.032422986,.19825327,.58471614,.009555812,.0089257583,.046854775,.010160497,.089684628,.25449103,.47568989,.31337327,20.777729
2018,Utah,2246,2978,1014,455,1306,277,265,1406,344,.071069203,.094231561,.03208556,.20258237,.58147818,.0094400709,.0090311151,.044489447,.010885042,.093015447,.26134121,.47212896,.3392505,20.995548
2000,Vermont,87,20,6,10,56,0,0,13,5,.040333796,.0092721377,.0027816412,.11494253,.64367819,0,0,.0060268892,.0023180344,0,0,.64999998,.83333331,27.850574
2001,Vermont,424,108,21,75,234,1,0,51,7,.047443215,.012084592,.0023497818,.1768868,.5518868,.0001189485,0,.005706613,.00078326062,.0092592593,0,.47222221,.33333334,24.830189
2002,Vermont,413,97,26,91,250,0,0,43,7,.048852615,.011473859,.0030754672,.22033899,.60532689,0,0,.0050863498,.00082801044,0,0,.44329897,.26923078,26.767555
2003,Vermont,407,90,21,72,218,2,0,31,4,.044248749,.0097847357,.0022831049,.17690417,.53562653,.00022962113,0,.0033702978,.00043487715,.022222223,0,.34444445,.19047619,25.746929
2004,Vermont,475,94,22,108,269,0,0,42,6,.049858298,.0098666949,.0023092264,.22736841,.56631577,0,0,.004408523,.00062978902,0,0,.44680852,.27272728,25.280001
2005,Vermont,225,43,8,28,152,3,0,19,3,.038161464,.00729308,.0013568521,.12444445,.67555553,.00053323852,0,.0032225237,.00050881953,.069767445,0,.44186047,.375,32.200001
2006,Vermont,262,74,11,44,163,3,2,32,0,.042374253,.0119683,.0017790716,.16793893,.62213743,.00051055138,.00034036761,.0051754811,0,.040540539,.18181819,.43243244,0,28.377863
2007,Vermont,240,67,17,38,148,9,9,25,4,.038935754,.010869565,.0027579493,.15833333,.61666667,.0015316542,.0015316542,.0040558078,.00064892927,.13432837,.52941179,.37313432,.23529412,29.491667
2008,Vermont,269,62,18,39,172,9,7,20,8,.044855762,.010338503,.0030015009,.14498141,.63940519,.0015706806,.0012216405,.0033350009,.0013340004,.14516129,.3888889,.32258064,.44444445,29.598513
2009,Vermont,233,70,8,34,150,1,1,33,2,.037898503,.011385816,.0013012362,.14592275,.64377683,.00017064846,.00017064846,.0053675994,.00032530905,.014285714,.125,.47142857,.25,28.974249
2010,Vermont,320,87,18,54,200,4,4,39,7,.050148878,.013634226,.0028208746,.16875,.625,.00065735413,.00065735413,.0061118947,.0010970067,.045977011,.22222222,.44827586,.3888889,27.678125
2011,Vermont,283,58,14,42,186,2,2,18,3,.042826876,.0087772394,.0021186441,.14840989,.65724379,.00031605564,.00031605564,.0027239709,.00045399516,.034482758,.14285715,.31034482,.21428572,29.84099
2012,Vermont,297,100,17,52,188,3,1,31,2,.045322753,.015260186,.0025942316,.17508417,.63299662,.00047793533,.00015931178,.0047306577,.00030520372,.029999999,.05882353,.31,.11764706,29.222221
2013,Vermont,315,84,27,64,182,9,9,32,6,.049311209,.013149655,.0042266748,.20317461,.5777778,.0014746846,.0014746846,.0050093927,.00093926111,.10714286,.33333334,.38095239,.22222222,26.219048
2014,Vermont,267,81,15,47,154,0,0,29,6,.041915227,.012715856,.0023547881,.17602997,.57677901,0,0,.0045525902,.0009419152,0,0,.35802469,.40000001,26.370787
2015,Vermont,269,110,28,36,170,5,4,38,6,.042522922,.017388554,.0044261776,.133829,.63197029,.0008248103,.00065984821,.0060069556,.00094846665,.045454547,.14285715,.34545454,.21428572,29.371748
